Accession	Organism_Name	Species	Genus	Family	Genotype	Isolate	Segment	Length	Country	Host	Tissue_Specimen_Source	Collection_Date	Release_Date	Molecule_type
MK834292	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBFRVJoNS3_9RT		798	Jordan	Capsicum annuum		2016	2019-07-17	ssRNA(+)
MK834293	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBFRVJoNS7_1RT		672	Jordan	Capsicum annuum		2016	2019-07-17	ssRNA(+)
MK834294	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBFRVJoNS7_5RT		668	Jordan	Capsicum annuum		2016	2019-07-17	ssRNA(+)
MK834295	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBFRVJoNS7_6RT		659	Jordan	Capsicum annuum		2016	2019-07-17	ssRNA(+)
MK834296	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBFRVJoNS7_7RT		668	Jordan	Capsicum annuum		2016	2019-07-17	ssRNA(+)
MK834297	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBFRVJoNS7_9RT		664	Jordan	Capsicum annuum		2016	2019-07-17	ssRNA(+)
MK313803	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		SIC01RG2018		458	Italy	Solanum lycopersicum		2018-10	2019-07-07	ssRNA(+)
MN065184	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBRFVPep1		976	Turkey	Capsicum annuum		2019-04	2019-06-24	ssRNA(+)
MN065185	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBRFVPep2		989	Turkey	Capsicum annuum		2019-04	2019-06-24	ssRNA(+)
MK888980	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		TOM07		989	Turkey	Solanum lycopersicum		2019-02	2019-05-28	ssRNA(+)
MK319944	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		TBRFV-MX		6189	Mexico	Solanum lycopersicum		2018-07	2019-05-07	ssRNA(+)
MK165457	Tomato brown rugose fruit virus - Palestinian isolate	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae				6391	State of Palestine	Solanum lycopersicum		2018-03	2019-05-04	ssRNA(+)
MH891505	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		TBRFV-BC		1052	Mexico	Solanum lycopersicum		2018-07	2019-04-27	ssRNA(+)
MK273183	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		TAN1		900	Mexico	Solanum lycopersicum		2018-08-14	2019-01-24	ssRNA(+)
MK273184	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		TAN2		900	Mexico	Solanum lycopersicum		2018-08-14	2019-01-24	ssRNA(+)
MK273185	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		TAN3		900	Mexico	Solanum lycopersicum		2018-08-14	2019-01-24	ssRNA(+)
MK273186	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		TAN4		900	Mexico	Solanum lycopersicum		2018-08-14	2019-01-24	ssRNA(+)
MK273187	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		TAN5		900	Mexico	Solanum lycopersicum		2018-08-14	2019-01-24	ssRNA(+)
MK273188	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		YUR1		900	Mexico	Solanum lycopersicum		2018-08-14	2019-01-24	ssRNA(+)
MK273189	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		YUR2		900	Mexico	Solanum lycopersicum		2018-08-14	2019-01-24	ssRNA(+)
MK273190	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		TAN6		900	Mexico	Capsicum annuum		2018-08-14	2019-01-24	ssRNA(+)
MK133093	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		TBRFV-P12-3G		6390	Germany	Solanum lycopersicum		2018-08	2018-12-26	ssRNA(+)
MK133095	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		TBRFV-P12-3H		6391	Germany	Solanum lycopersicum		2018-10	2018-12-26	ssRNA(+)
KX619418	Tomato brown rugose fruit virus-israeli	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		TBRFV-IL		6392	Israel	Solanum lycopersicum		2014-11	2016-11-13	ssRNA(+)
KT383474	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Tom1-Jo		6393	Jordan	Solanum lycopersicum		2015-04-17	2015-11-29	ssRNA(+)
